Evento ,Departamento ,Municipio ,Fecha ,Año ,Lugar ,Muertos ,Heridos ,Desaparecidos ,Viviendas Destruídas ,Viviendas Afectadas ,Damnificados ,Afectados ,Reubicados ,Evacuados ,Pérdidas $USD ,Pérdidas $Local ,Centros Educativos ,Centros Médicos ,Daños cultivos Ha ,Ganado ,Daños en vías Mts ,Número GLIDE ,Observaciones
FLOOD, ATLANTIDA, LA CEIBA,2013-03-25,,  , , , ,,,,,,,0,0, , , ,0, , , 
FLOOD, FR. MORAZAN, DISTRITO CENTRAL,2012-06-06,,  , , , ,1,9,5,27,5,8,0,0, , , ,0, , , 
FLOOD, CORTES, SAN PEDRO SULA,2012-12-23,,  , , , , , , , , , ,0,0, , , ,0, , , 
FLOOD, CORTES, CHOLOMA,2012-09-28,,  , , , , ,2, , , , ,0,0, , , ,0,, , 
FLOOD, EL PARAISO, TEXIGUAT,2012-10-12,,  ,18, , , , ,549,59663, , ,0,0, , ,9000,0,, , 
PLAGUE, EL PARAISO, DANLI,2012-07-12,,  , , , , , , ,, , ,0,0, , ,,0, , , 
EPIDEMIC, COLON, TOCOA,2013-06-31,,  , ,126, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, FR. MORAZAN, DISTRITO CENTRAL,2013-06-31,,  , ,, , , , ,, , ,0,0, , , ,0, , , 
EPIDEMIC, EL PARAISO, DANLI,2013-12-31,,  , ,157, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, CHOLUTECA, CHOLUTECA,2013-12-31,,  , ,385, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, INTIBUCA, SANTA LUCIA,2013-12-31,,  , ,, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, ISLAS DE LA BAHIA, ROATAN,2013-12-31,,  , ,89, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, LA PAZ, LA PAZ,2013-12-31,,  , ,243, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, LEMPIRA, GRACIAS,2013-12-31,,  , ,68, , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, YORO, YORO,2013-12-31,,  , ,47, , , , , , , ,0,0, , , ,0, , , 
FLOOD, FR. MORAZAN, DISTRITO CENTRAL,2012-0-0,,  , , , , , , ,, , ,0,0, ,, ,0, , , 
FLOOD, FR. MORAZAN, DISTRITO CENTRAL,2012-0-0,, B. Fuerzas Armadas , , , , , , , , , ,0,0, ,, ,0,, , 
POLLUTION, FR. MORAZAN, DISTRITO CENTRAL,2012-0-0,, Barrio Nuevo , , , , , , , , , ,0,0, , , ,0, , , 
EPIDEMIC, FR. MORAZAN, DISTRITO CENTRAL,2012-04-06,, Tegucigalpa ,500,27, , , , , , , ,0,0, ,, ,0, , , 
ACCIDENT, CORTES, SAN PEDRO SULA,2012-0-0,," Ciprocom, carretera a rancho coco ", ,125, , ,, ,, , ,0,0, ,, ,0, , , 
POLLUTION, FR. MORAZAN, DISTRITO CENTRAL,2013-03-08,, Col. Kennedy , , , , , , , , , ,0,0, ,, ,0, , ,Mal olor 
EPIDEMIC, COMAYAGUA, COMAYAGUA,2012-06-13,, col 21 de abril , ,6, , , , , , , ,0,0, , , ,0, , , 
POLLUTION, FR. MORAZAN, DISTRITO CENTRAL,2012-08-28,, Rio choluteca , , , , , , ,1, , ,0,0, , , ,0, , ,Niños enfermos 
FORESTFIRE, COMAYAGUA, LA LIBERTAD,2011-12-31,,  , , , , , , , , , ,0,331800, , ,21,0, , ,Dos incendios registrados durante el 2011 
FORESTFIRE, COMAYAGUA, HUMUYA,2011-12-31,,  , , , , , , , , , ,0,395000, , ,25,0, , ,"Registro de los incendios forestales en comayagua registrados en el año 2011 ,un incendio registrado. "
FORESTFIRE, COMAYAGUA, ESQUIAS,2011-12-31,,  , , , , , , , , , ,0,9369400, , ,593,0, , ,Nueve incendios registrados durante el año 2011 
FORESTFIRE, COMAYAGUA, EL ROSARIO,2011-12-31,,  , , , , , , , , , ,0,584600, , ,37,0, , ,"Registro de los incendios forestales en El Rosario registrados en el año 2011 , totalizando un total de 3 incendios "
FORESTFIRE, COMAYAGUA, AJUTERIQUE,2011-12-31,, Ajuterique. , , , , , , , , , ,0,505600, , ,32,0, , ,"Registro de los incendios forestales en ajuterique registrando un incendio en el año 2011 , "
FORESTFIRE, COMAYAGUA, COMAYAGUA,2011-12-31,, Comayagua. , , , , , , , , , ,0,23456680, , ,1484.6,0, , ,"Registro de los incendios forestales en comayagua registrados en el año 2011 , totalizando un total de 31 incendios "
PLAGUE, EL PARAISO, EL PARAISO,2012-07-15,, Aldea de los Terrones , , , , , , ,, , ,0,0, , ,,0, , , 
FLOOD, YORO, YORO,2013-09-19,, el ocotal ,1, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, COMAYAGUA, COMAYAGUA,2013-09-19,, la joya ,1, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, FR. MORAZAN, DISTRITO CENTRAL,2013-09-18,, comayaguela ,1, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, OLANCHO, CATACAMAS,2013-09-09,,  ,2, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, COPAN, CORQUIN,2013-09-01,,  ,2, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, COPAN, CUCUYAGUA,2013-09-03,,  ,1, , , , , , , , ,0,0, , , ,0, , , 
FLOOD, CORTES, SAN PEDRO SULA,2013-08-23,,  ,1, , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, CORTES, SANTA CRUZ DE YOJOA,2013-08-28,,  ,6, , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, SANTA LUCIA,2013-07-13,, El Chimbo ,2, , , , , , , , ,0,0, , , ,0, , , 
ELECTRICSTORM, FR. MORAZAN, DISTRITO CENTRAL,2013-07-10,," comayaguela, col. los Laureles ",1, , , , , , , , ,0,0, , , ,0, , , 
ELECTRICSTORM, ATLANTIDA, LA CEIBA,2013-06-24,,  ,1, , , , , , , , ,0,0, , , ,0, , , 
ELECTRICSTORM, COLON, IRIONA,2013-06-05,,  ,1, , , , , , , , ,0,0, , , ,0, , , 
ELECTRICSTORM, COMAYAGUA, LA LIBERTAD,2013-06-03,,  ,3, , , , , , , , ,0,0, , , ,0, , , 
ELECTRICSTORM, CORTES, OMOA,2013-06-02,,  ,1, , , , , , , , ,0,0, , , ,0, , , 
FIRE, COMAYAGUA, SIGUATEPEQUE,2013-01-04,, Colonia las flores , , , ,1,1, ,4, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-01-18,, Barrio la hoya , , , ,1,2,40,40, ,30,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-02-05,, Barrio el Eden , , , , ,1, ,5, , ,0,0, , , ,0, , , 
FORESTFIRE, EL PARAISO, DANLI,2013-02-12,,  , , , , , , , , , ,0,55695, , ,5,0, , , 
FORESTFIRE, YORO, EL PROGRESO,2013-02-15,,  ,1,, , , , , , , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-02-20,, Colonia los pinos , ,1, ,1,1, ,3, , ,0,0, , , ,0, , , 
FIRE, OLANCHO, JUTICALPA,2013-02-25,, Restaurante la tilapia , , , ,1,2, , , , ,0,500000, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, TALANGA,2013-04-07,,  , , , , , , , , , ,0,0, , ,,0, , , 
FORESTFIRE, LEMPIRA, GRACIAS,2013-04-07,,  , , , , , , , , , ,0,55695, , ,5,0, , , 
FORESTFIRE, CHOLUTECA, MARCOVIA,2013-04-07,,  , , , , , , , , , ,0,0, , , ,0,, , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-08,," Santa Lucia, el chimbo ", ,, , , , ,1, , ,0,33417, , ,3,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-08,, Tatumbla , , , , , , , , , ,0,55695, , ,5,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-26,, Edificio ICF , , , ,1,1, ,20, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2013-04-23,, colonia Luis Garcia Bustamante , ,, ,5,17, ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-28,,  , , , ,3,3, ,,, ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-06-27,, Colonia Aleman , , , , , , ,1, , ,0,50000, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2013-08-17,, Barrio la guardia , , , ,1,1, ,1000, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-10-04,, Escuela Alba Nora Gomera. , , , , , , ,40, , ,0,0,, , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-01-04,, Colonia Villanueva , , , ,1,1, ,5, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-01-11,, Hotel San Pedro , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-01-24,, Restaurante el Corral , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-03,, Casamata , , , ,1,1, ,, , ,0,0, , , ,0, , , 
FIRE, COMAYAGUA, COMAYAGUA,2012-02-14,, Granja penal de comayagua ,353,30, , , , , , , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-18,, Mercado de comayaguela , ,, , , ,,, , ,0,0, , , ,0, , , 
FIRE, YORO, EL PROGRESO,2012-02-18,,  , ,3, ,2,2, ,2, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-20,,  , ,1, , ,1, ,1, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-20,,  , ,6, ,2,2,,, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-02-24,, IHSS de San Pedro Sula , ,, , , , , , ,,0,0, , , ,0, , , 
FIRE, CHOLUTECA, CHOLUTECA,2012-02-25,, Gasolinera cerca del puente de choluteca , , , ,1, , ,1, , ,0,0, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-03,, El hatillo , , , , , , , , , ,0,0, , ,,0, , , 
FIRE, OCOTEPEQUE, OCOTEQPEQUE,2012-03-12,,  , , , ,1,1, ,4, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-12,, Las canteras barrio buenos aires , ,1, ,1,5,15,15, ,3,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-23,," Kilometro dos ,carretera al sur el tizatillo cerveceria Hond ", , , , , , , , , ,0,0, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-23,,  , , , , , , , , , ,0,89112, , ,8,0, , , 
FORESTFIRE, ATLANTIDA, ESPARTA,2012-04-30,, Comunidad de Pajuiles. , , , , , , , , , ,0,750, , ,50,0, , ,Se perdieron 50 hectareas de palma africana. 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-04-29,, Colonia Flor del campo , ,2, ,1,1, ,8, , ,0,0, , , ,0, , , 
FIRE, EL PARAISO, DANLI,2012-04-23,," Aldea Calpules , valle de jamastran. ", , , , , , ,500, , ,0,0, , , ,0, , ,Afecto a 450 obreros. 
FIRE, OLANCHO, JUTICALPA,2012-04-21,, Juticalpa , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, EL PORVENIR,2012-04-16,,  , , , , , , ,3, , ,0,0, , , ,0, , , 
FIRE, COMAYAGUA, SIGUATEPEQUE,2012-04-09,, Barrio San Antonio , , , ,1,1, ,6, , ,0,0, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-04-08,, El hatillo , ,, , , , , , , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-04-04,, Instalaciones de Soptravi , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-06-15,,  , ,5, ,1,1, ,5, ,5,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-06-28,, Morgue , , , , , , , , , ,0,0, , , ,0, , , 
FIRE, VALLE, SAN LORENZO,2012-08-27,, Panaderia Modelo , , , ,1,3, ,10, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-09-07,, Barrio San Martin , ,4, ,1,1, ,4, ,4,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-09-20,, Casa Alianza , , , , ,, , , , ,0,0, , , ,0, , ,Se quemo uno de los cuartos de la casa de habitacion 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-06-02,,  ,2, , ,11, ,35, , ,81,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-09-20,," Boulverad Suyapa , Baleadas Kennedy ", ,, , ,1, , , , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-09,, Colonia Villa Crsitina ,3, , ,1,1, ,1, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-12-25,, quibta calle 4 y 5 avenida barrio el centro. , ,2, , , , ,2, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-04-29,, Flor del campo comayagua , , , , ,,,8, ,,0,0, , , ,0, , ,"Incendio habitación de cuarteria, "
FIRE, YORO, EL PROGRESO,2012-02-18,,  , , , , ,, ,, , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2013-10-17,, Barrio la Guardia , , , , , , ,, , ,0,0, , , ,0, , ,Consumio el 80% de la fabrica de camas. 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-26,, Instituto de conservacion forestal , ,, , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, SANTA ANA,2013-02-17,, El Hatillo , , , , , , ,, , ,0,334170, , ,30,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-11-04,, Colonia Arnulfo Cantarero Lopez , , , , , , ,, , ,0,0,, , ,0, , ,Se quemo un aula que albergaba a 100 alumnos en la escuela. 
FLOOD, FR. MORAZAN, DISTRITO CENTRAL,2013-06-27,, Colonia Aleman , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, COMAYAGUA, SIGUATEPEQUE,2013-04-01,, Colonia planes del zapote , , , ,1,1, ,7, ,7,0,0, , , ,0, , , 
FIRE, EL PARAISO, TEUPASENTI,2013-04-12,, Fabrica el Eden , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, ATLANTIDA, LA CEIBA,2013-08-07,, Barrios Solares , , , ,1,1, ,, , ,0,0, , , ,0, , , 
EPIDEMIC, FR. MORAZAN, DISTRITO CENTRAL,2012-06-04,, Tegucigalpa , ,27, , , , , , , ,0,0, ,, ,0, , ,Grandes perdidas de dinero por descuido 
EPIDEMIC, COMAYAGUA, COMAYAGUA,2012-06-12,," San sebastian, santa lucia, col 21 de arbril ", ,6, , , , ,, , ,0,0, ,, ,0, , , 
POLLUTION, FR. MORAZAN, VALLE DE ANGELES,2013-08-07,, Aldea las cañas , , , , ,10, , , , ,0,0, ,, ,0, , , 
POLLUTION, CHOLUTECA, CHOLUTECA,2013-03-13,, Barrio Tamarindo , , , , ,300, ,3000, , ,0,0,,, ,0,, , 
POLLUTION, EL PARAISO, YUSCARAN,2013-08-21,," Barrio el carmen, Sector de la Suiza ", , , , , , ,, , ,0,0, , , ,0, , , 
POLLUTION, EL PARAISO, YUSCARAN,2013-08-21,," Barrio el carmen, sector de la Suiza ", , , , , , ,, , ,0,0, , , ,0, , , 
POLLUTION, FR. MORAZAN, DISTRITO CENTRAL,2012-06-25,, Colonias Miraflores norte y villa miraflores , , , , ,300, ,3000, , ,0,0,,, ,0, , , 
POLLUTION, FR. MORAZAN, DISTRITO CENTRAL,2013-12-09,, Col. Izaguirre , , , , , , ,, , ,0,0, ,, ,0, , , 
POLLUTION, EL PARAISO, YUSCARAN,2013-08-21,," Barrio el carmen, sector de la Suiza ", , , , , , ,, , ,0,0, , , ,0, , , 
POLLUTION, CHOLUTECA, CHOLUTECA,2013-05-06,," Brisas del rio, cercano a playas del cdeñito ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, COMAYAGUA, LA LIBERTAD,2012-10-03,, 6 comunidades , , , , , , , , , ,0,0, , , ,0,, , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-10-09,," tegucigalpa, Bo. las torres ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-10-03,," tegucigalpa, Bo. El Chile ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-09-09,," tegucigalpa, Col. san martin ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, CORTES, SAN PEDRO SULA,2012-08-03,, Col. Juan Lindo , , , , , , , , , ,0,0, , , ,0,, , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-06-16,," tegucigalpa, Col. La Fuente ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-06-16,," tegucigalpa, Col. Roberto Suazo Cordoba ", , , , , , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-06-16,," tegucigalpa, Col. Santa Rosa ", , , , , , ,, , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, VILLA DE SAN FRANCISCO,2012-06-16,,  , , , ,1, , , , , ,0,0, , , ,0,, ,derrumbe de carretera 
LANDSLIDE, FR. MORAZAN, SAN JUAN DE FLORES,2012-05-18,, catarranas , , , ,1, , , , , ,0,0, , , ,0, , ,caida de muro de estadio y derrumbe de vivienda 
LANDSLIDE, YORO, EL PROGRESO,2012-05-18,,  , , , ,2, , , , , ,0,0, , , ,0, , ,caida de muro sobre 2 viviendas 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,," tegucigalpa, Col. Nueva Oriente ", , , , ,1, ,5, , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,," tegucigalpa, col. Juan Ángel Ulloa ", , , , , , , , , ,0,0,1, , ,0, , ,4 aulas y un muro perimetral de escuela Juan Angel Ulloa destruidos por derrumbes 
LANDSLIDE, OLANCHO, SAN FRANCISCO DE BECERRA,2012-05-18,, puente del rio guayape , , , , , , , , , ,0,0, , , ,0,, ,puente del rio guayape afectado por derrumbes 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,," tegucigalpa, Anillo Periferico ", , , , , , , , , ,0,0, , , ,0,, ,bulevar del anillo periférico afectado por derrumbes 
LANDSLIDE, INTIBUCA, SAN MIGUELITO,2012-05-18,," Carretera entre Jesús de Otoro, Masaguara y San Miguelito ", , , , , , , , , ,0,0, , , ,0,1, ,"Carretera entre Jesús de Otoro, Masaguara y San Miguelito afectada por derrumbes "
LANDSLIDE, INTIBUCA, MASAGUARA,2012-05-18,," carretera entre Jesús de otoro, masaguara y san miguelito ", , , , , , , , , ,0,0, , , ,0,, ,"carretera entre Jesús de otoro, masaguara y San Miguelito "
LANDSLIDE, INTIBUCA, JESUS DE OTORO,2012-05-18,," carretera entre Jesús de otoro, masaguara y San Miguelito ", , , , , , , , , ,0,0, , , ,0,1, ,"carretera entre Jesús de otoro, masaguara y San Miguelito afectada por derrumbes "
LANDSLIDE, COMAYAGUA, COMAYAGUA,2012-05-18,, carretera entre comayagua y siguatepeque , , , , , , , , , ,0,0, , , ,0,1, , 
LANDSLIDE, COMAYAGUA, SIGUATEPEQUE,2012-05-18,, carretera entre comayagua y siguatepeque , , , , , , , , , ,0,0, , , ,0,1, , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,," tegucigalpa, residencial venecia ", , , , , , , , , ,0,0, , , ,0,1, , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,," tegucigalpa, col. los pinos ", ,1, ,1, , , , , ,0,0, , , ,0, , , 
LANDSLIDE, FR. MORAZAN, DISTRITO CENTRAL,2012-05-18,, aldea la mololoa ,1, , , ,60, , , ,17,0,0, , , ,0,, ,"fallecio Dinora Yamileth torres (26), soterrada al caerle un muro de bloques "
LANDSLIDE, CHOLUTECA, CHOLUTECA,2012-05-18,, Bo. La cruz , , , , , , ,, , ,0,0, , , ,0, , , 
LANDSLIDE, OLANCHO, SALAMA,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,1, ,"via afectada entre Salama, Jano y Guata "
LANDSLIDE, YORO, YORO,2012-05-18,, guata , , , , , , , , , ,0,0, , , ,0,1, ,Via afectada entre Gualaco y Guata 
LANDSLIDE, OLANCHO, MANGULILE,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,, ,vias que conducen a cabeceras municipales afectadas 
LANDSLIDE, OLANCHO, JANO,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,, ,vias que conducen a las cabeceras municipales afectadas 
LANDSLIDE, OLANCHO, CONCORDIA,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,, , 
FLOOD, OLANCHO, SILCA,2012-05-18,, 14 cominidades , , , , , , , , , ,0,0, , , ,0,, ,vias que conducen a las cabeceras municipales afectadas y 14 comunidades afectadas 
LANDSLIDE, OLANCHO, DULCE NOMBRE DE CULMI,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,1, ,via afectada entre catacamas y dulce nombre de culmí y aldeas y caserios incomunicados 
LANDSLIDE, OLANCHO, CATACAMAS,2012-05-18,,  , , , , , , , , , ,0,0, , ,,0,1, ,arteria vial afectada entre catacamas y dulce nombre de culmí y aldeas y caserion incomunicados 
LANDSLIDE, OLANCHO, GUALACO,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,1, , 
FLOOD, YORO, YORO,2012-05-18,, chancaya , , , , , , ,, , ,0,0, , , ,0, , , 
LANDSLIDE, EL PARAISO, TROJES,2012-05-18,, españolito , , , , , , , , , ,0,0, , , ,0,1, ,"vias afectadas entre españolito, Español Grande, Cayantu y Trojes "
LANDSLIDE, EL PARAISO, TROJES,2012-05-18,, cayantu , , , , , ,106, , , ,0,0, , , ,0,1, ,"vias afectadas entre cayantu, Trojes, español grande y españolito "
LANDSLIDE, EL PARAISO, TROJES,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,1, ,"vias afectadas entre Patuca, Trojes , Arenales y muchos otros poblados "
LANDSLIDE, YORO, ARENAL,2012-05-18,, 14 comunidades , , , , ,20, ,13000, , ,0,0, , , ,0,1, ,"vias afectadas entre Arenales, Trojes, Patuca y muchos poblados "
LANDSLIDE, EL PARAISO, TROJES,2012-05-18,,  , , , , , , , , , ,0,0, , , ,0,6, , 
FIRE, EL PARAISO, DANLI,2013-03-13,, Colonia Nueva Esperanza. , , , ,1,1, ,14, ,14,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-04-22,, Generación 2000 comayaguela. , , , ,,, ,, ,,0,0, , , ,0, , ,Se consumió una vivienda por completo. 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-01-30,, Amarateca , , , ,,, ,, , ,0,0, , , ,0, , ,Se consumió un inmueble en su totalidad. 
FIRE, STA BARBARA, LAS VEGAS,2013-06-27,, Mina el mochito , ,1, , , , , , ,,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-10-31,, Colonia villanueva. , , , ,,, ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-02-20,, Colonia la esperanza , , , , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-03-01,, El Alamo comayaguela. , , , , , , , , , ,0,0, , ,,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2013-12-24,, San Francisco Comayaguela , , , ,1,1,,, ,,0,0, , , ,0, , ,Se destruyo por completo toda la vivienda. 
FIRE, CORTES, SAN PEDRO SULA,2013-11-01,," 11 avenida, 1 y 2 calle de barrio los Andes. ", , , ,1,1, , , , ,0,0, , , ,0, , , 
FORESTFIRE, EL PARAISO, GUINOPE,2013-03-20,, La galera ,1, , , , , , , , ,0,0, , , ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2013-04-18,, 7 y 8 calle del barrio guamilito , , , ,1,1, ,1, , ,0,0, , , ,0, , ,El incendio consumió un 80% del establecimiento. 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-12-29,, Tegucigalpa quinta calle barrio la ronda , , , , , , ,, ,,0,200000, , , ,0,, ,"Consumió dos oficinas del edificio Atiende, entiende y resuelve (AER) de la alcaldia municipal. "
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-12-04,, Colonia Soto , , , ,5,, ,,,,0,0, , , ,0, , ,Se perdieron 5 casas que fueron consumidas por el fuego 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-11-11,, Tegucigalpa colonia la vega , ,, , , , , , , ,0,0, ,, ,0, , ,Se quemaban alambres de Hondutel. 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-10-07,, Colonia cerro grande zona 8 , ,, , ,, ,, , ,0,0, ,, ,0,, ,Alto grado de contaminación debido a la quema de desechos sólidos y tóxicos. 
FIRE, CORTES, SAN PEDRO SULA,2012-11-05,, Bodegas ubicadas en el barrio medina. , , , , , , ,, ,,0,0, ,, ,0, , ,Alcanzo 6 locales. Las llamas crecieron a metros de altura. 
FIRE, CORTES, SAN PEDRO SULA,2012-10-04,, Colonia panting de chamelecon , ,, ,,, ,, , ,0,0,,, ,0, , ,perdida de varias viviendas 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-09-01,, La montañita ,1,5, , , , , , ,,0,10000, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-07-24,, El paseo el obelisco con el rio el guacerique , , , , , , , , , ,0,0, ,, ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-07-17,, Colonia Izaguirre , ,, , , , ,, ,,0,0, ,, ,0, , , 
FIRE, CORTES, SAN PEDRO SULA,2012-06-28,, Colonia Jardines del Valle , , , ,,, ,, ,,0,0, , , ,0, , , 
FIRE, CHOLUTECA, CHOLUTECA,2012-04-17,, Fabrica de muebles Choluteca , ,, , , , ,, , ,0,0, , , ,0, , , 
FIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-04-08,, Aldea el Hatillo sector el sanjon , , , , ,, , , , ,0,0, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-23,, Zambrano , , , , , , ,, , ,0,89112, ,,8,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-15,, Sector de Aguablanca y termino en cantaguila , , , , , , ,, , ,0,278475, , ,17.63,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-03-04,, El hatillo , ,, , , , ,, ,,0,0, , , ,0, , , 
FORESTFIRE, FR. MORAZAN, DISTRITO CENTRAL,2012-02-28,, Triquilapa , , , , , , ,, ,,0,0, , , ,0, , , 
